CAR No,mileage,engine,max_power,seats,year,km_driven,fuel,seller_type,transmission,owner,Loan_Amount
160256,22.54 kmpl,1396 CC,88.73 bhp,5,2017,39000,Diesel,Individual,Manual,First Owner,800000
160257,26.8 kmpl,1248 CC,74 bhp,5,2017,75000,Diesel,Individual,Manual,First Owner,500000
160258,17.6 kmpl,2179 CC,153.86 bhp,7,2017,50000,Diesel,Individual,Automatic,First Owner,1380000
160259,17.3 kmpl,1497 CC,121 bhp,8,2019,40000,Diesel,Individual,Manual,First Owner,1300000
160260,22.32 kmpl,1582 CC,126.3 bhp,5,2013,92500,Diesel,Individual,Manual,First Owner,530000
160261,23.4 kmpl,1248 CC,74 bhp,5,2012,158000,Diesel,Individual,Manual,First Owner,360000
160262,19.3 kmpl,1248 CC,73.9 bhp,5,2012,120000,Diesel,Individual,Manual,First Owner,310000
160263,26.0 kmpl,1498 CC,98.6 bhp,5,2015,50000,Diesel,Individual,Manual,Second Owner,725000
160264,19.3 kmpl,1248 CC,73.9 bhp,5,2012,110000,Diesel,Individual,Manual,First Owner,340000
160265,25.4 kmpl,1186 CC,73.97 bhp,5,2017,2000,Diesel,Individual,Manual,Second Owner,550000
160266,11.5 kmpl,2982 CC,171 bhp,7,2011,181000,Diesel,Individual,Manual,Second Owner,1150000
160267,27.28 kmpl,1047 CC,69 bhp,5,2016,70000,Diesel,Individual,Manual,First Owner,380000
160268,17.97 kmpl,1498 CC,99.6 bhp,5,2013,90000,Petrol,Individual,Automatic,Second Owner,350000
160269,18.6 kmpl,1197 CC,81.86 bhp,5,2019,2000,Petrol,Individual,Manual,First Owner,610000
160270,20.85 kmpl,1197 CC,83.14 bhp,5,2015,20000,Petrol,Individual,Manual,First Owner,525000
160271,12.8 kmpl,2494 CC,102 bhp,7,2011,120000,Diesel,Individual,Manual,First Owner,480000
160272,16.55 kmpl,2498 CC,105 bhp,6,2017,35000,Diesel,Individual,Manual,First Owner,780000
160273,19.3 kmpl,1248 CC,73.9 bhp,5,2012,193000,Diesel,Individual,Manual,First Owner,320000
160274,20.4 kmpl,1197 CC,81.80 bhp,5,2014,80000,Petrol,Individual,Manual,First Owner,375000
160275,19.02 kmpl,1198 CC,67.05 bhp,5,2019,40000,Petrol,Individual,Manual,First Owner,300000
160276,22.54 kmpl,1396 CC,88.73 bhp,5,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,500000
160277,12.05 kmpl,2179 CC,120 bhp,9,2011,122358,Diesel,Individual,Manual,First Owner,404000
160278,14.07 kmpl,2956 CC,69.01 bhp,7,2015,75000,Diesel,Individual,Manual,First Owner,500000
160279,27.28 kmpl,1047 CC,69 bhp,5,2017,120000,Diesel,Individual,Manual,First Owner,350000
160280,17.57 kmpl,1193 CC,88.7 bhp,5,2015,40000,Petrol,Individual,Manual,First Owner,380000
160281,13.2 kmpl,1495 CC,94 bhp,5,2008,95200,Petrol,Individual,Manual,Third Owner,114999
160282,19.4 kmpl,1198 CC,86.8 bhp,5,2014,33033,Petrol,Dealer,Manual,First Owner,335000
160283,18.9 kmpl,1197 CC,82 bhp,5,2015,63063,Petrol,Dealer,Automatic,First Owner,465000
160284,21.02 kmpl,1248 CC,88.76 bhp,5,2012,60000,Diesel,Individual,Manual,First Owner,290000
160285,19.7 kmpl,796 CC,46.3 bhp,5,2005,45000,Petrol,Individual,Manual,Second Owner,110000
160286,11.57 kmpl,2179 CC,138.1 bhp,7,2011,80000,Diesel,Individual,Manual,Third Owner,450000
160287,13.6 kmpl,2523 CC,63 bhp,7,2009,170000,Diesel,Individual,Manual,Second Owner,400000
160288,13.6 kmpl,2523 CC,63 bhp,7,2007,207890,Diesel,Individual,Manual,Second Owner,210000
160289,17.9 kmpl,2143 CC,170 bhp,5,2018,7976,Diesel,Individual,Automatic,First Owner,4600000
160290,16.8 kmpl,796 CC,34.2 bhp,8,2016,35000,Petrol,Individual,Manual,First Owner,220000
160291,18.9 kmpl,1197 CC,82 bhp,5,2017,35000,Petrol,Individual,Manual,First Owner,450000
160292,18.9 kmpl,1197 CC,82 bhp,5,2017,35000,Petrol,Individual,Manual,First Owner,450000
160293,16.95 kmpl,1197 CC,78.9 bhp,5,2013,50000,Petrol,Individual,Automatic,First Owner,290000
160294,20.4 kmpl,1197 CC,81.80 bhp,5,2016,20000,Petrol,Individual,Manual,First Owner,520000
160295,16.95 kmpl,1197 CC,78.9 bhp,5,2011,20000,Petrol,Individual,Automatic,First Owner,265000
160296,18.6 kmpl,1197 CC,85.8 bhp,5,2012,50000,Petrol,Individual,Manual,Second Owner,330000
160297,18.6 kmpl,1197 CC,85.8 bhp,5,2012,50000,Petrol,Individual,Manual,Second Owner,330000
160298,15.96 kmpl,2523 CC,62.1 bhp,7,2014,120000,Diesel,Individual,Manual,First Owner,509999
160299,17.1 kmpl,1591 CC,121.3 bhp,5,2014,70000,Petrol,Individual,Manual,First Owner,500000
160300,17.19 kmpl,1197 CC,81.86 bhp,5,2015,50000,Petrol,Individual,Manual,First Owner,525000
160301,21.01 kmpl,1197 CC,81.80 bhp,5,2019,16500,Petrol,Individual,Manual,First Owner,675000
160302,17.0 kmpl,1197 CC,80 bhp,5,2010,70000,Petrol,Individual,Manual,First Owner,300000
160303,19.7 kmpl,796 CC,46.3 bhp,5,2005,99361,Petrol,Individual,Manual,Second Owner,90000
160304,26.59 kmpl,1248 CC,74 bhp,5,2017,25000,Diesel,Individual,Manual,First Owner,650000
160305,19.1 kmpl,1197 CC,85.8 bhp,5,2014,70000,Petrol,Individual,Manual,Second Owner,409000
160306,24.0 kmpl,1120 CC,70 bhp,5,2015,80000,Diesel,Individual,Manual,Second Owner,395000
160307,,,,,2010,70000,Petrol,Individual,Manual,Second Owner,215000
160308,19.1 kmpl,1197 CC,85.8 bhp,5,2014,70000,Petrol,Individual,Manual,Second Owner,400000
160309,18.6 kmpl,1199 CC,79.4 bhp,5,2012,60000,Petrol,Individual,Manual,Third Owner,120000
160310,20.3 kmpl,1199 CC,84 bhp,5,2018,10000,Petrol,Individual,Automatic,First Owner,645000
160311,16.1 kmpl,796 CC,37 bhp,4,2006,80000,Petrol,Individual,Manual,First Owner,81000
160312,25.6 kmpl,1498 CC,97.9 bhp,5,2017,30000,Diesel,Individual,Manual,First Owner,1300000
160313,25.6 kmpl,1498 CC,97.9 bhp,5,2017,33000,Diesel,Individual,Manual,First Owner,1250000
160314,16.02 kmpl,1373 CC,93.7 bhp,7,2013,90000,Petrol,Individual,Manual,Third Owner,535000
160315,19.01 kmpl,1461 CC,108.5 bhp,5,2014,80100,Diesel,Individual,Manual,Second Owner,555000
160316,17.4 kmpl,1497 CC,117.3 bhp,5,2014,120000,Petrol,Individual,Manual,First Owner,725000
160317,,,,,1983,10000,Diesel,Individual,Manual,Third Owner,300000
160318,25.17 kmpl,799 CC,53.3 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,229999
160319,12.99 kmpl,2494 CC,100.6 bhp,8,2013,160000,Diesel,Individual,Manual,Second Owner,800000
160320,20.51 kmpl,998 CC,67.04 bhp,5,2017,47000,Petrol,Individual,Manual,First Owner,409999
160321,21.38 kmpl,1396 CC,88.7 bhp,5,2018,25000,Diesel,Individual,Manual,First Owner,1210000
160322,23.84 kmpl,1199 CC,84 bhp,5,2017,26000,Petrol,Individual,Manual,First Owner,400000
160323,24.0 kmpl,1186 CC,73.97 bhp,5,2018,29000,Diesel,Individual,Manual,First Owner,520000
160324,21.4 kmpl,1197 CC,83.1 bhp,5,2016,50000,Petrol,Individual,Automatic,First Owner,650000
160325,16.1 kmpl,1298 CC,88.2 bhp,5,2011,58000,Petrol,Individual,Manual,Third Owner,325000
160326,17.4 kmpl,1197 CC,85.8 bhp,5,2012,120000,Petrol,Individual,Automatic,First Owner,420000
160327,20.4 kmpl,1197 CC,81.80 bhp,5,2014,50000,Petrol,Individual,Manual,First Owner,400000
160328,17.0 kmpl,1197 CC,80 bhp,5,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,254999
160329,17.3 kmpl,993 CC,60 bhp,5,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,65000
160330,23.1 kmpl,998 CC,67.04 bhp,5,2017,36000,Petrol,Individual,Manual,First Owner,351000
160331,12.8 kmpl,2494 CC,102 bhp,8,2007,120000,Diesel,Individual,Manual,Third Owner,404000
160332,21.1 kmpl,1248 CC,73.9 bhp,5,2011,185000,Diesel,Individual,Manual,Third Owner,185000
160333,23.08 kmpl,1461 CC,63.1 bhp,5,2011,50000,Diesel,Individual,Manual,First Owner,250000
160334,17.3 kmpl,993 CC,60 bhp,5,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,60000
160335,17.1 kmpl,1591 CC,121.3 bhp,5,2013,50000,Petrol,Individual,Manual,Second Owner,500000
160336,18.2 kmpl,998 CC,67.1 bhp,5,2007,80000,Petrol,Individual,Manual,Second Owner,85000
160337,,,,,2005,60000,Petrol,Individual,Manual,Second Owner,85000
160338,19.7 kmpl,796 CC,46.3 bhp,5,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,85000
160339,19.3 kmpl,1248 CC,73.9 bhp,5,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,265000
160340,19.0 kmpl,998 CC,66.1 bhp,5,2010,162000,Petrol,Individual,Manual,Second Owner,130000
160341,20.77 kmpl,1248 CC,88.76 bhp,7,2013,110000,Diesel,Individual,Manual,Third Owner,480000
160342,17.8 kmpl,1248 CC,75 bhp,5,2008,120000,Diesel,Individual,Manual,Third Owner,170000
160343,23.08 kmpl,1461 CC,63.1 bhp,5,2011,45000,Diesel,Individual,Manual,First Owner,275000
160344,18.9 kmpl,998 CC,67.1 bhp,5,2005,90000,Petrol,Individual,Manual,Second Owner,89000
160345,20.0 kmpl,1399 CC,68 bhp,5,2010,90000,Diesel,Individual,Manual,Second Owner,170000
160346,17.0 kmpl,1197 CC,110 bhp,5,2019,16500,Petrol,Dealer,Manual,First Owner,1090000
160347,17.01 kmpl,1582 CC,126.2 bhp,5,2017,67000,Diesel,Individual,Automatic,First Owner,1100000
160348,22.0 kmpl,1197 CC,81.80 bhp,5,2018,52000,Petrol,Dealer,Manual,First Owner,610000
160349,20.63 kmpl,1198 CC,67 bhp,5,2016,40000,Petrol,Dealer,Manual,First Owner,335000
160350,18.9 kmpl,1197 CC,82 bhp,5,2015,40000,Petrol,Dealer,Manual,First Owner,434999
160351,14.24 kmpl,2755 CC,174.5 bhp,7,2018,35000,Diesel,Individual,Manual,First Owner,3000000
160352,20.71 kmpl,799 CC,53.26 bhp,5,2018,13000,Petrol,Dealer,Manual,First Owner,390000
160353,18.5 kmpl,1198 CC,86.8 bhp,5,2012,40000,Petrol,Dealer,Manual,First Owner,325000
160354,17.0 kmpl,1198 CC,73.75 bhp,5,2019,10000,Petrol,Dealer,Manual,First Owner,640000
160355,16.95 kmpl,1498 CC,97.7 bhp,5,2012,9000,Petrol,Dealer,Manual,First Owner,450000
160356,23.59 kmpl,1364 CC,67.06 bhp,5,2013,70000,Diesel,Dealer,Manual,Second Owner,400000
160357,20.36 kmpl,1197 CC,78.9 bhp,5,2009,60000,Petrol,Dealer,Manual,First Owner,215000
160358,20.45 kmpl,1461 CC,83.8 bhp,5,2014,40000,Diesel,Dealer,Manual,First Owner,570000
160359,15.1 kmpl,2179 CC,140 bhp,7,2012,93000,Diesel,Dealer,Manual,First Owner,680000
160360,12.8 kmpl,2494 CC,102 bhp,7,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,325000
160361,15.64 kmpl,1193 CC,64.08 bhp,5,2011,50000,Petrol,Individual,Manual,Second Owner,150000
160362,14.5 kmpl,1797 CC,147.5 bhp,5,2013,68000,Petrol,Dealer,Automatic,First Owner,690000
160363,14.84 kmpl,2143 CC,170 bhp,5,2013,25000,Diesel,Individual,Automatic,First Owner,1550000
160364,25.4 kmpl,624 CC,37.5 bhp,4,2012,18000,Petrol,Dealer,Manual,First Owner,64000
160365,23.08 kmpl,1461 CC,63.1 bhp,5,2013,120000,Diesel,Individual,Manual,First Owner,250000
160366,18.9 kmpl,998 CC,67.1 bhp,5,2005,35000,Petrol,Individual,Manual,First Owner,65000
160367,26.59 kmpl,1248 CC,74 bhp,5,2016,60000,Diesel,Individual,Manual,Second Owner,550000
160368,20.36 kmpl,1197 CC,78.9 bhp,5,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,140000
160369,25.17 kmpl,799 CC,53.3 bhp,5,2016,30000,Petrol,Individual,Manual,First Owner,300000
160370,16.34 kmpl,1798 CC,189.3 bhp,5,2016,70000,Petrol,Individual,Automatic,First Owner,800000
160371,13.6 kmpl,1999 CC,177 bhp,5,2017,9000,Diesel,Dealer,Automatic,First Owner,2625000
160372,22.37 kmpl,2487 CC,214.56 bhp,5,2019,20000,Petrol,Dealer,Automatic,First Owner,5150000
160373,19.33 kmpl,1999 CC,177 bhp,5,2017,45000,Diesel,Dealer,Automatic,First Owner,3200000
160374,14.1 kmpl,2179 CC,147.94 bhp,7,2015,110000,Diesel,Individual,Manual,First Owner,503000
160375,18.0 kmpl,1969 CC,190 bhp,5,2019,20000,Diesel,Individual,Automatic,First Owner,3800000
160376,19.16 kmpl,2494 CC,157.7 bhp,5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2000000
160377,21.79 kmpl,998 CC,67.05 bhp,5,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,225000
160378,27.39 kmpl,1248 CC,74 bhp,5,2018,38817,Diesel,Dealer,Manual,First Owner,740000
160379,18.2 kmpl,1199 CC,88.7 bhp,5,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,550000
160380,12.99 kmpl,2494 CC,100.6 bhp,7,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,750000
160381,22.0 kmpl,1197 CC,81.80 bhp,5,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,650000
160382,16.78 kmpl,1496 CC,88.73 bhp,5,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,625000
160383,22.0 kmpl,1197 CC,81.80 bhp,5,2018,69779,Petrol,Dealer,Automatic,First Owner,600000
160384,24.0 kmpl,1186 CC,73.97 bhp,5,2017,56290,Diesel,Dealer,Manual,First Owner,450000
160385,16.78 kmpl,1995 CC,190 bhp,5,2019,7500,Diesel,Dealer,Automatic,First Owner,5400000
160386,16.78 kmpl,1995 CC,190 bhp,5,2019,8500,Diesel,Dealer,Automatic,First Owner,5500000
160387,19.0 kmpl,1199 CC,88.76 bhp,5,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,779000
160388,14.3 kmpl,1598 CC,103.5 bhp,5,2016,11000,Petrol,Dealer,Automatic,First Owner,645000
160389,16.8 kmpl,1984 CC,150 bhp,5,2018,2000,Diesel,Dealer,Automatic,First Owner,2475000
160390,20.36 kmpl,1197 CC,78.9 bhp,5,2010,106000,Petrol,Individual,Manual,Third Owner,150000
160391,,,,,2012,162000,Diesel,Individual,Manual,Third Owner,265000
160392,11.1 kmpl,2354 CC,158.8 bhp,5,2009,120000,Petrol,Individual,Automatic,Second Owner,500000
160393,26.59 kmpl,1248 CC,74 bhp,5,2015,90000,Diesel,Individual,Manual,First Owner,480000
160394,22.32 kmpl,1582 CC,126.32 bhp,5,2014,70000,Diesel,Individual,Manual,Third Owner,535000
160395,12.8 kmpl,2494 CC,102 bhp,8,2005,240000,Diesel,Individual,Manual,Third Owner,250000
160396,21.5 kmpl,1248 CC,88.8 bhp,5,2012,100000,Diesel,Individual,Manual,Second Owner,300000
160397,13.9 kmpl,1599 CC,103.2 bhp,5,2009,214000,Petrol,Individual,Manual,Second Owner,340000
160398,16.8 kmpl,1493 CC,110 bhp,5,2009,214000,Diesel,Individual,Manual,Second Owner,340000
160399,22.74 kmpl,796 CC,47.3 bhp,5,2016,50000,Petrol,Individual,Manual,First Owner,240000
160400,18.0 kmpl,1497 CC,117.6 bhp,5,2018,1000,Petrol,Individual,Automatic,First Owner,1085000
160401,28.4 kmpl,1248 CC,74.02 bhp,5,2017,19000,Diesel,Individual,Automatic,First Owner,750000
160402,17.0 kmpl,1405 CC,70 bhp,5,2012,265000,Diesel,Individual,Manual,Second Owner,95000
160403,20.88 km/kg,1196 CC,61.7 bhp,5,2020,35000,CNG,Individual,Manual,First Owner,409999
160404,23.95 kmpl,998 CC,67.05 bhp,5,2014,80000,Petrol,Individual,Manual,Second Owner,215000
160405,16.0 kmpl,2179 CC,140 bhp,7,2016,50000,Diesel,Individual,Automatic,First Owner,1290000
160406,20.92 kmpl,998 CC,67.1 bhp,5,2010,80000,Petrol,Individual,Manual,First Owner,150000
160407,21.1 kmpl,814 CC,55.2 bhp,5,2013,50000,Petrol,Individual,Manual,Second Owner,219000
160408,23.84 kmpl,1199 CC,84 bhp,5,2018,100000,Petrol,Individual,Manual,First Owner,325000
160409,15.1 kmpl,1196 CC,73 bhp,5,2013,120000,Petrol,Individual,Manual,Second Owner,260000
160410,13.6 kmpl,1999 CC,177 bhp,5,2017,9000,Diesel,Dealer,Automatic,First Owner,2625000
160411,22.37 kmpl,2487 CC,214.56 bhp,5,2019,20000,Petrol,Dealer,Automatic,First Owner,5150000
160412,19.33 kmpl,1999 CC,177 bhp,5,2017,45000,Diesel,Dealer,Automatic,First Owner,3200000
160413,14.1 kmpl,2179 CC,147.94 bhp,7,2015,110000,Diesel,Individual,Manual,First Owner,503000
160414,18.0 kmpl,1969 CC,190 bhp,5,2019,20000,Diesel,Individual,Automatic,First Owner,3800000
160415,19.16 kmpl,2494 CC,157.7 bhp,5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2000000
160416,21.79 kmpl,998 CC,67.05 bhp,5,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,225000
160417,27.39 kmpl,1248 CC,74 bhp,5,2018,38817,Diesel,Dealer,Manual,First Owner,740000
160418,18.2 kmpl,1199 CC,88.7 bhp,5,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,550000
160419,12.99 kmpl,2494 CC,100.6 bhp,7,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,750000
160420,22.0 kmpl,1197 CC,81.80 bhp,5,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,650000
160421,16.78 kmpl,1496 CC,88.73 bhp,5,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,625000
160422,22.0 kmpl,1197 CC,81.80 bhp,5,2018,69779,Petrol,Dealer,Automatic,First Owner,600000
160423,24.0 kmpl,1186 CC,73.97 bhp,5,2017,56290,Diesel,Dealer,Manual,First Owner,450000
160424,16.78 kmpl,1995 CC,190 bhp,5,2019,7500,Diesel,Dealer,Automatic,First Owner,5400000
160425,16.78 kmpl,1995 CC,190 bhp,5,2019,8500,Diesel,Dealer,Automatic,First Owner,5500000
160426,19.0 kmpl,1199 CC,88.76 bhp,5,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,779000
160427,14.3 kmpl,1598 CC,103.5 bhp,5,2016,11000,Petrol,Dealer,Automatic,First Owner,645000
160428,16.8 kmpl,1984 CC,150 bhp,5,2018,2000,Diesel,Dealer,Automatic,First Owner,2475000
160429,23.8 kmpl,1498 CC,78.9 bhp,5,2019,40000,Diesel,Individual,Automatic,First Owner,700000
160430,21.38 kmpl,1396 CC,88.7 bhp,5,2017,45000,Diesel,Individual,Manual,First Owner,950000
160431,19.7 kmpl,796 CC,46.3 bhp,5,2010,80000,Petrol,Individual,Manual,Second Owner,160000
160432,24.4 kmpl,1120 CC,71.01 bhp,5,2015,135000,Diesel,Individual,Manual,Second Owner,409999
160433,12.99 kmpl,2494 CC,100.6 bhp,7,2015,120000,Diesel,Individual,Manual,Second Owner,840000
160434,23.59 kmpl,1364 CC,67.1 bhp,5,2013,67000,Diesel,Individual,Manual,First Owner,450000
160435,28.4 kmpl,1248 CC,74.02 bhp,5,2017,50000,Diesel,Individual,Manual,First Owner,900000
160436,12.8 kmpl,2494 CC,102 bhp,7,2008,134000,Diesel,Individual,Manual,Second Owner,570000
160437,23.08 kmpl,1461 CC,63.1 bhp,5,2011,110000,Diesel,Individual,Manual,Second Owner,254999
160438,16.1 kmpl,796 CC,37 bhp,4,2009,40000,Petrol,Individual,Manual,First Owner,130000
160439,23.4 kmpl,1248 CC,74 bhp,5,2013,120000,Diesel,Individual,Manual,Second Owner,530000
160440,20.14 kmpl,1498 CC,88.8 bhp,5,2015,110000,Diesel,Individual,Manual,Second Owner,520000
160441,21.0 kmpl,1461 CC,64.1 bhp,5,2011,170000,Diesel,Individual,Manual,Second Owner,229999
160442,16.1 kmpl,796 CC,37 bhp,4,2004,80000,Petrol,Individual,Manual,Second Owner,81000
160443,25.2 kmpl,1248 CC,74 bhp,5,2016,47000,Diesel,Individual,Manual,First Owner,600000
160444,19.1 kmpl,1197 CC,81.86 bhp,5,2015,93000,Petrol,Individual,Manual,First Owner,409999
160445,16.1 kmpl,796 CC,37 bhp,4,2010,70000,Petrol,Individual,Manual,Second Owner,120000
160446,23.1 kmpl,998 CC,67.04 bhp,5,2014,50000,Petrol,Individual,Manual,First Owner,320000
160447,20.0 kmpl,1399 CC,68.05 bhp,5,2015,70000,Diesel,Individual,Manual,First Owner,292000
160448,13.93 kmpl,2179 CC,138.03 bhp,7,2012,80000,Diesel,Individual,Manual,First Owner,390000
160449,18.16 kmpl,1196 CC,86.8 bhp,5,2016,44000,Petrol,Individual,Manual,First Owner,550000
160450,23.1 kmpl,998 CC,67.04 bhp,5,2014,25000,Petrol,Individual,Manual,First Owner,385000
160451,15.29 kmpl,1591 CC,121.3 bhp,5,2016,25000,Petrol,Individual,Manual,First Owner,800000
160452,21.21 kmpl,1197 CC,81.80 bhp,5,2019,10000,Petrol,Individual,Manual,First Owner,675000
160453,17.6 kmpl,2179 CC,153.86 bhp,7,2018,50000,Diesel,Individual,Manual,First Owner,1525000
160454,23.0 kmpl,1498 CC,98.96 bhp,5,2018,30000,Diesel,Individual,Manual,First Owner,950000
160455,21.19 kmpl,1396 CC,88.73 bhp,5,2015,50000,Diesel,Individual,Manual,Second Owner,610000
160456,22.54 kmpl,1396 CC,88.73 bhp,5,2012,120000,Diesel,Individual,Manual,First Owner,525000
160457,23.8 kmpl,1498 CC,78.9 bhp,5,2019,40000,Diesel,Individual,Automatic,First Owner,700000
160458,15.96 kmpl,2523 CC,62.1 bhp,7,2015,80000,Diesel,Individual,Manual,First Owner,375000
160459,20.45 kmpl,1461 CC,83.8 bhp,5,2015,90000,Diesel,Individual,Manual,First Owner,580000
160460,20.4 kmpl,1197 CC,83.11 bhp,5,2015,50000,Petrol,Individual,Manual,Second Owner,434999
160461,22.5 kmpl,999 CC,67 bhp,5,2020,2136,Petrol,Individual,Manual,First Owner,350000
160462,12.99 kmpl,2494 CC,100 bhp,7,2012,250000,Diesel,Individual,Manual,First Owner,730000
160463,18.6 kmpl,1197 CC,81.83 bhp,5,2015,35000,Petrol,Individual,Manual,First Owner,600000
160464,12.99 kmpl,2494 CC,100.6 bhp,7,2015,120000,Diesel,Individual,Manual,First Owner,1050000
160465,27.39 kmpl,1248 CC,74 bhp,5,2017,70000,Diesel,Individual,Manual,First Owner,735000
160466,19.6 kmpl,1461 CC,108.45 bhp,5,2018,18000,Diesel,Dealer,Manual,First Owner,1050000
160467,18.2 kmpl,1248 CC,73.74 bhp,7,2016,110000,Diesel,Individual,Manual,Second Owner,420000
160468,23.65 kmpl,1248 CC,88.5 bhp,5,2017,60000,Diesel,Individual,Manual,First Owner,800000
160469,12.55 kmpl,2982 CC,168.5 bhp,7,2015,60000,Diesel,Individual,Automatic,First Owner,2000000
160470,26.59 kmpl,1248 CC,74 bhp,5,2016,147000,Diesel,Individual,Manual,Second Owner,600000
160471,12.55 kmpl,2982 CC,168.5 bhp,7,2015,130000,Diesel,Individual,Automatic,First Owner,1900000
160472,11.5 kmpl,1991 CC,147.9 bhp,7,2011,99500,Diesel,Individual,Manual,Third Owner,500000
160473,17.0 kmpl,1405 CC,71 bhp,5,2011,110000,Diesel,Individual,Manual,Second Owner,200000
160474,19.49 kmpl,1198 CC,67.04 bhp,5,2016,35000,Petrol,Individual,Manual,First Owner,370000
160475,16.2 kmpl,1493 CC,110 bhp,5,2010,110000,Diesel,Individual,Manual,Second Owner,260000
160476,25.32 kmpl,1198 CC,77 bhp,6,2016,100000,Diesel,Individual,Manual,First Owner,280000
160477,16.02 kmpl,1373 CC,93.7 bhp,7,2014,21000,Petrol,Individual,Manual,First Owner,610000
160478,23.5 kmpl,1498 CC,90 bhp,5,2013,60000,Diesel,Individual,Manual,Second Owner,300000
160479,16.6 kmpl,1405 CC,70 bhp,5,2010,40000,Diesel,Individual,Manual,First Owner,140000
160480,19.81 kmpl,1086 CC,68.05 bhp,5,2008,50000,Petrol,Individual,Manual,First Owner,229999
160481,19.0 kmpl,998 CC,66.1 bhp,5,2010,65000,Petrol,Individual,Manual,Second Owner,200000
160482,18.9 kmpl,998 CC,67.1 bhp,5,2011,80000,Petrol,Individual,Manual,First Owner,200000
160483,23.9 kmpl,1582 CC,126.2 bhp,5,2015,119000,Diesel,Individual,Manual,First Owner,560000
160484,24.52 kmpl,1248 CC,88.5 bhp,7,2016,80000,Diesel,Individual,Manual,First Owner,750000
160485,25.2 kmpl,1248 CC,74 bhp,5,2017,90000,Diesel,Individual,Manual,First Owner,585000
160486,17.01 kmpl,1591 CC,121.4 bhp,5,2016,20000,Petrol,Individual,Manual,First Owner,760000
160487,25.2 kmpl,1248 CC,74 bhp,5,2014,80000,Diesel,Individual,Manual,Second Owner,430000
160488,25.32 kmpl,1198 CC,77 bhp,6,2020,44665,Diesel,Individual,Manual,First Owner,480000
